geoid,tract_name,borough,B25003_E001,B25003_M001,B25003_E002,B25003_M002,B25003_E003,B25003_M003
1400000US36047051601,"Census Tract 516.01, Kings County, New York",Brooklyn,1913,194,164,91,1749,197
1400000US36047051602,"Census Tract 516.02, Kings County, New York",Brooklyn,1423,211,47,48,1376,218
1400000US36047051700,"Census Tract 517, Kings County, New York",Brooklyn,1366,160,331,107,1035,162
1400000US36047051800,"Census Tract 518, Kings County, New York",Brooklyn,1558,271,496,111,1062,281
1400000US36047051900,"Census Tract 519, Kings County, New York",Brooklyn,3345,529,487,174,2858,521
1400000US36047052000,"Census Tract 520, Kings County, New York",Brooklyn,1335,246,472,108,863,240
1400000US36047052300,"Census Tract 523, Kings County, New York",Brooklyn,2403,200,428,164,1975,222
1400000US36047052500,"Census Tract 525, Kings County, New York",Brooklyn,1418,156,121,88,1297,167
1400000US36047052600,"Census Tract 526, Kings County, New York",Brooklyn,1820,197,321,123,1499,214
1400000US36047052700,"Census Tract 527, Kings County, New York",Brooklyn,2492,228,192,129,2300,265
1400000US36047052800,"Census Tract 528, Kings County, New York",Brooklyn,652,81,404,76,248,64
1400000US36047052900,"Census Tract 529, Kings County, New York",Brooklyn,1067,135,0,14,1067,135
1400000US36047053000,"Census Tract 530, Kings County, New York",Brooklyn,1184,273,360,102,824,282
1400000US36047053101,"Census Tract 531.01, Kings County, New York",Brooklyn,579,56,180,71,399,91
1400000US36047053102,"Census Tract 531.02, Kings County, New York",Brooklyn,1320,230,397,192,923,252
1400000US36047053200,"Census Tract 532, Kings County, New York",Brooklyn,908,165,443,77,465,168
1400000US36047053300,"Census Tract 533, Kings County, New York",Brooklyn,1683,242,456,193,1227,283
1400000US36047053400,"Census Tract 534, Kings County, New York",Brooklyn,1328,212,296,124,1032,221
1400000US36047053500,"Census Tract 535, Kings County, New York",Brooklyn,1164,126,364,145,800,147
1400000US36047053700,"Census Tract 537, Kings County, New York",Brooklyn,810,110,291,96,519,121
1400000US36047053800,"Census Tract 538, Kings County, New York",Brooklyn,2420,297,349,171,2071,267
1400000US36047053900,"Census Tract 539, Kings County, New York",Brooklyn,889,128,149,72,740,154
1400000US36047054200,"Census Tract 542, Kings County, New York",Brooklyn,1580,204,298,120,1282,212
1400000US36047054300,"Census Tract 543, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047054400,"Census Tract 544, Kings County, New York",Brooklyn,1299,163,349,103,950,201
1400000US36047054500,"Census Tract 545, Kings County, New York",Brooklyn,2454,324,60,72,2394,321
1400000US36047054600,"Census Tract 546, Kings County, New York",Brooklyn,1895,257,344,156,1551,254
1400000US36047054700,"Census Tract 547, Kings County, New York",Brooklyn,2914,172,389,166,2525,281
1400000US36047054800,"Census Tract 548, Kings County, New York",Brooklyn,804,150,349,113,455,171
1400000US36047054900,"Census Tract 549, Kings County, New York",Brooklyn,2086,191,283,95,1803,218
1400000US36047055000,"Census Tract 550, Kings County, New York",Brooklyn,1495,135,409,116,1086,143
1400000US36047055100,"Census Tract 551, Kings County, New York",Brooklyn,3279,307,607,195,2672,329
1400000US36047055200,"Census Tract 552, Kings County, New York",Brooklyn,1324,214,220,69,1104,214
1400000US36047055300,"Census Tract 553, Kings County, New York",Brooklyn,1615,116,238,76,1377,139
1400000US36047055400,"Census Tract 554, Kings County, New York",Brooklyn,1694,181,225,91,1469,190
1400000US36047055500,"Census Tract 555, Kings County, New York",Brooklyn,4405,478,846,258,3559,539
1400000US36047055600,"Census Tract 556, Kings County, New York",Brooklyn,1286,193,527,135,759,165
1400000US36047055700,"Census Tract 557, Kings County, New York",Brooklyn,1000,199,95,53,905,207
1400000US36047055800,"Census Tract 558, Kings County, New York",Brooklyn,882,142,273,111,609,134
1400000US36047056000,"Census Tract 560, Kings County, New York",Brooklyn,1450,204,474,121,976,193
1400000US36047056100,"Census Tract 561, Kings County, New York",Brooklyn,1761,222,305,80,1456,226
1400000US36047056200,"Census Tract 562, Kings County, New York",Brooklyn,534,104,472,78,62,81
1400000US36047056301,"Census Tract 563.01, Kings County, New York",Brooklyn,2422,257,319,137,2103,255
1400000US36047056302,"Census Tract 563.02, Kings County, New York",Brooklyn,1434,225,18,31,1416,227
1400000US36047056400,"Census Tract 564, Kings County, New York",Brooklyn,1111,150,979,160,132,72
1400000US36047056500,"Census Tract 565, Kings County, New York",Brooklyn,1881,200,289,112,1592,222
1400000US36047056600,"Census Tract 566, Kings County, New York",Brooklyn,852,65,334,64,518,72
1400000US36047056800,"Census Tract 568, Kings County, New York",Brooklyn,545,88,416,81,129,72
1400000US36047056900,"Census Tract 569, Kings County, New York",Brooklyn,894,126,297,118,597,89
1400000US36047057000,"Census Tract 570, Kings County, New York",Brooklyn,1623,298,1544,296,79,49
1400000US36047057100,"Census Tract 571, Kings County, New York",Brooklyn,2079,278,371,119,1708,291
1400000US36047057200,"Census Tract 572, Kings County, New York",Brooklyn,2145,235,0,19,2145,235
1400000US36047057300,"Census Tract 573, Kings County, New York",Brooklyn,1405,253,498,218,907,216
1400000US36047057400,"Census Tract 574, Kings County, New York",Brooklyn,974,183,644,161,330,135
1400000US36047057500,"Census Tract 575, Kings County, New York",Brooklyn,2276,250,274,138,2002,296
1400000US36047057600,"Census Tract 576, Kings County, New York",Brooklyn,974,241,659,231,315,118
1400000US36047057800,"Census Tract 578, Kings County, New York",Brooklyn,1124,192,321,103,803,188
1400000US36047057901,"Census Tract 579.01, Kings County, New York",Brooklyn,606,107,113,55,493,121
1400000US36047057902,"Census Tract 579.02, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047058000,"Census Tract 580, Kings County, New York",Brooklyn,1127,173,205,79,922,183
1400000US36047058200,"Census Tract 582, Kings County, New York",Brooklyn,782,121,100,43,682,122
1400000US36047058400,"Census Tract 584, Kings County, New York",Brooklyn,1427,169,543,175,884,163
1400000US36047058600,"Census Tract 586, Kings County, New York",Brooklyn,770,160,363,136,407,105
1400000US36047058800,"Census Tract 588, Kings County, New York",Brooklyn,1473,240,498,111,975,221
1400000US36047058901,"Census Tract 589.01, Kings County, New York",Brooklyn,919,94,180,65,739,99
1400000US36047058902,"Census Tract 589.02, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047059000,"Census Tract 590, Kings County, New York",Brooklyn,656,125,266,62,390,121
1400000US36047059100,"Census Tract 591, Kings County, New York",Brooklyn,1983,208,323,113,1660,219
1400000US36047059200,"Census Tract 592, Kings County, New York",Brooklyn,1640,193,776,136,864,209
1400000US36047059300,"Census Tract 593, Kings County, New York",Brooklyn,1034,99,188,76,846,100
1400000US36047059402,"Census Tract 594.02, Kings County, New York",Brooklyn,2387,415,1586,391,801,292
1400000US36047059403,"Census Tract 594.03, Kings County, New York",Brooklyn,1111,163,568,130,543,131
1400000US36047059404,"Census Tract 594.04, Kings County, New York",Brooklyn,1539,202,438,147,1101,193
1400000US36047059600,"Census Tract 596, Kings County, New York",Brooklyn,1168,191,755,199,413,133
1400000US36047059800,"Census Tract 598, Kings County, New York",Brooklyn,1294,290,572,159,722,292
1400000US36047060000,"Census Tract 600, Kings County, New York",Brooklyn,2566,260,1167,269,1399,272
1400000US36047060600,"Census Tract 606, Kings County, New York",Brooklyn,1377,188,690,192,687,151
1400000US36047060800,"Census Tract 608, Kings County, New York",Brooklyn,1731,210,498,116,1233,207
1400000US36047061002,"Census Tract 610.02, Kings County, New York",Brooklyn,2526,326,1120,280,1406,286
1400000US36047061003,"Census Tract 610.03, Kings County, New York",Brooklyn,613,94,203,67,410,90
1400000US36047061004,"Census Tract 610.04, Kings County, New York",Brooklyn,2919,314,367,164,2552,362
1400000US36047061200,"Census Tract 612, Kings County, New York",Brooklyn,449,56,272,52,177,54
1400000US36047061600,"Census Tract 616, Kings County, New York",Brooklyn,532,82,433,76,99,57
1400000US36047062000,"Census Tract 620, Kings County, New York",Brooklyn,618,116,451,108,167,89
1400000US36047062200,"Census Tract 622, Kings County, New York",Brooklyn,1083,169,397,123,686,189
1400000US36047062600,"Census Tract 626, Kings County, New York",Brooklyn,1173,139,717,205,456,133
1400000US36047062800,"Census Tract 628, Kings County, New York",Brooklyn,1825,179,1547,168,278,134
1400000US36047063200,"Census Tract 632, Kings County, New York",Brooklyn,696,84,534,106,162,64
1400000US36047063600,"Census Tract 636, Kings County, New York",Brooklyn,348,78,330,73,18,15
1400000US36047063800,"Census Tract 638, Kings County, New York",Brooklyn,664,120,415,86,249,105
1400000US36047064000,"Census Tract 640, Kings County, New York",Brooklyn,406,110,377,106,29,22
1400000US36047064200,"Census Tract 642, Kings County, New York",Brooklyn,864,104,278,71,586,100
1400000US36047064400,"Census Tract 644, Kings County, New York",Brooklyn,774,145,452,106,322,128
1400000US36047064600,"Census Tract 646, Kings County, New York",Brooklyn,731,252,630,226,101,59
1400000US36047064800,"Census Tract 648, Kings County, New York",Brooklyn,605,90,490,94,115,63
1400000US36047065000,"Census Tract 650, Kings County, New York",Brooklyn,567,114,407,87,160,88
1400000US36047065200,"Census Tract 652, Kings County, New York",Brooklyn,506,79,438,76,68,41
1400000US36047065400,"Census Tract 654, Kings County, New York",Brooklyn,468,64,382,63,86,52
1400000US36047065600,"Census Tract 656, Kings County, New York",Brooklyn,610,120,577,124,33,28
1400000US36047065800,"Census Tract 658, Kings County, New York",Brooklyn,611,103,490,90,121,65
1400000US36047066000,"Census Tract 660, Kings County, New York",Brooklyn,648,114,542,77,106,82
1400000US36047066200,"Census Tract 662, Kings County, New York",Brooklyn,499,134,376,128,123,53
1400000US36047066600,"Census Tract 666, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047067000,"Census Tract 670, Kings County, New York",Brooklyn,953,172,432,111,521,202
1400000US36047067200,"Census Tract 672, Kings County, New York",Brooklyn,447,185,385,183,62,51
1400000US36047067400,"Census Tract 674, Kings County, New York",Brooklyn,565,84,527,79,38,34
1400000US36047067600,"Census Tract 676, Kings County, New York",Brooklyn,478,102,284,100,194,75
1400000US36047067800,"Census Tract 678, Kings County, New York",Brooklyn,875,143,449,108,426,159
1400000US36047068000,"Census Tract 680, Kings County, New York",Brooklyn,561,149,491,146,70,50
1400000US36047068200,"Census Tract 682, Kings County, New York",Brooklyn,870,176,692,134,178,131
1400000US36047068600,"Census Tract 686, Kings County, New York",Brooklyn,695,116,472,84,223,112
1400000US36047068800,"Census Tract 688, Kings County, New York",Brooklyn,630,138,520,119,110,100
1400000US36047069000,"Census Tract 690, Kings County, New York",Brooklyn,539,151,329,58,210,150
1400000US36047069200,"Census Tract 692, Kings County, New York",Brooklyn,809,117,495,113,314,88
1400000US36047069601,"Census Tract 696.01, Kings County, New York",Brooklyn,1295,167,540,147,755,178
1400000US36047069602,"Census Tract 696.02, Kings County, New York",Brooklyn,1954,275,1593,271,361,197
1400000US36047069800,"Census Tract 698, Kings County, New York",Brooklyn,393,55,307,53,86,39
1400000US36047070000,"Census Tract 700, Kings County, New York",Brooklyn,600,156,267,75,333,152
1400000US36047070201,"Census Tract 702.01, Kings County, New York",Brooklyn,2151,268,1623,265,528,208
1400000US36047070202,"Census Tract 702.02, Kings County, New York",Brooklyn,9,12,0,14,9,12
1400000US36047070203,"Census Tract 702.03, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047070601,"Census Tract 706.01, Kings County, New York",Brooklyn,880,158,754,178,126,91
1400000US36047070602,"Census Tract 706.02, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047072000,"Census Tract 720, Kings County, New York",Brooklyn,592,136,227,111,365,106
1400000US36047072200,"Census Tract 722, Kings County, New York",Brooklyn,923,348,761,342,162,83
1400000US36047072400,"Census Tract 724, Kings County, New York",Brooklyn,631,131,333,108,298,106
1400000US36047072600,"Census Tract 726, Kings County, New York",Brooklyn,731,145,580,151,151,72
1400000US36047072800,"Census Tract 728, Kings County, New York",Brooklyn,1410,233,1228,217,182,119
1400000US36047073000,"Census Tract 730, Kings County, New York",Brooklyn,741,151,513,144,228,104
1400000US36047073200,"Census Tract 732, Kings County, New York",Brooklyn,683,150,448,126,235,101
1400000US36047073400,"Census Tract 734, Kings County, New York",Brooklyn,439,140,346,129,93,55
1400000US36047073600,"Census Tract 736, Kings County, New York",Brooklyn,1073,149,403,164,670,129
1400000US36047073800,"Census Tract 738, Kings County, New York",Brooklyn,1296,194,614,214,682,205
1400000US36047074000,"Census Tract 740, Kings County, New York",Brooklyn,1045,222,318,112,727,250
1400000US36047074200,"Census Tract 742, Kings County, New York",Brooklyn,934,126,398,105,536,123
1400000US36047074400,"Census Tract 744, Kings County, New York",Brooklyn,587,80,508,85,79,41
1400000US36047074600,"Census Tract 746, Kings County, New York",Brooklyn,654,136,342,74,312,150
1400000US36047074800,"Census Tract 748, Kings County, New York",Brooklyn,643,145,316,74,327,131
1400000US36047075000,"Census Tract 750, Kings County, New York",Brooklyn,982,135,562,97,420,131
1400000US36047075200,"Census Tract 752, Kings County, New York",Brooklyn,282,69,253,66,29,22
1400000US36047075400,"Census Tract 754, Kings County, New York",Brooklyn,428,150,351,130,77,79
1400000US36047075600,"Census Tract 756, Kings County, New York",Brooklyn,702,194,448,130,254,158
1400000US36047075800,"Census Tract 758, Kings County, New York",Brooklyn,678,114,381,80,297,124
1400000US36047076000,"Census Tract 760, Kings County, New York",Brooklyn,1182,189,324,194,858,119
1400000US36047076200,"Census Tract 762, Kings County, New York",Brooklyn,1551,225,252,99,1299,220
1400000US36047076400,"Census Tract 764, Kings County, New York",Brooklyn,1617,146,195,82,1422,178
1400000US36047076600,"Census Tract 766, Kings County, New York",Brooklyn,730,87,104,60,626,84
1400000US36047076800,"Census Tract 768, Kings County, New York",Brooklyn,1400,219,458,194,942,137
1400000US36047077000,"Census Tract 770, Kings County, New York",Brooklyn,1091,195,470,169,621,192
1400000US36047077200,"Census Tract 772, Kings County, New York",Brooklyn,1119,150,420,143,699,113
1400000US36047077400,"Census Tract 774, Kings County, New York",Brooklyn,1175,243,133,121,1042,228
1400000US36047077600,"Census Tract 776, Kings County, New York",Brooklyn,1662,229,1002,223,660,148
1400000US36047078000,"Census Tract 780, Kings County, New York",Brooklyn,602,111,454,119,148,69
1400000US36047078200,"Census Tract 782, Kings County, New York",Brooklyn,1613,181,426,110,1187,213
1400000US36047078400,"Census Tract 784, Kings County, New York",Brooklyn,896,110,419,80,477,114
1400000US36047078601,"Census Tract 786.01, Kings County, New York",Brooklyn,928,212,273,135,655,195
1400000US36047078602,"Census Tract 786.02, Kings County, New York",Brooklyn,844,105,351,115,493,108
1400000US36047078801,"Census Tract 788.01, Kings County, New York",Brooklyn,693,178,183,76,510,173
